,news_title,section
68930,"Péniche : dans les centres-villes, le transport de marchandises surfe la vague ",['environnement' 'pollution']
68932,"Les entreprises présentes en force à la COP 15, vraie prise de conscience ou greenwashing ?",['environnement' 'biodiversite']
68934,COP 15 biodiversité : «La question des financements de la protection reste le sujet majeur»,['environnement' 'biodiversite']
68225,"En Albanie, surpêche et tourisme de masse accélèrent l’effondrement de la biodiversité",['environnement' 'biodiversite']
68228,Budget 2023 : les dépenses néfastes à l’environnement s’envolent sous l’effet du bouclier énergétique,['environnement' 'climat']
68244,Ouverture de la COP15 biodiversité : tout ne doit pas disparaître,['environnement' 'biodiversite']
68256,"Cacao, café, soja… L’importation de produits issus de la déforestation interdite par l’UE",['environnement']
67925,"Epidémie de grippe aviaire : 1,3 million de volailles françaises déjà abattues depuis août",['environnement' 'agriculture']
68104,"Aux Vastres, «on pourra voir les éoliennes jusqu’à 100 kilomètres à la ronde» ",['environnement']
69259,"Tempête hivernale aux Etats-Unis : «Vu son ampleur, il faut s’attendre à un phénomène meurtrier»",['environnement']
69260,Chauffage au bois : les Français concernés pourront demander une aide dès le 27 décembre,['environnement' 'climat']
69269,Fuites de pétrole : Shell condamné à verser 15 millions d’euros d’indemnisation à des fermiers et pêcheurs nigérians,['environnement' 'pollution']
69273,Pesticides : le Conseil d’Etat ordonne au gouvernement de fixer des distances de sécurité élargies lors de l’épandage,['environnement']
69306,"Face à une grippe aviaire «dévastatrice», le gouvernement mise sur la vaccination des volailles d’ici l’automne 2023",['environnement' 'agriculture']
68791,"COP 15 biodiversité : à mi-parcours, une ambiance tendue et des négociations dans l’impasse",['environnement' 'biodiversite']
68802,"Face à l’inflation des prix, l’impression systématique du ticket de caisse fait de la résistance",['environnement' 'pollution']
68837,COP 15 Biodiversité : «Nous espérons que la voix des peuples autochtones sera entendue»,['environnement' 'biodiversite']
69353,"Bientôt rayés de la carte, les Etats insulaires se battent pour ne pas sombrer ",['environnement' 'biodiversite']
68398,Réduction des pesticides en Europe : vers un nouveau retour en arrière ?,['environnement' 'biodiversite']
69227,"Aston, le taureau de la Meuse monté comme un cheval",['environnement' 'biodiversite']
69557,"Dans les Vosges, l’avenir de l’industrie du ski sur une pente glissante",['environnement' 'climat']
17,Félins sauvages en France : «Le lynx est embrigadé dans des guerres de chapelles»,['environnement']
19,"En Ile-de-France, le chat forestier se fait paparazzer",['environnement' 'biodiversite']
26,Faune sauvage : les félins en terrain minet,['environnement' 'biodiversite']
83,"«On ne laissera pas ce projet émerger» : au Pays basque, la lutte contre la disparition des terres agricoles",['environnement' 'agriculture']
3,"Manque de sommeil,  détournement d’eau et crainte du coup de froid: les plantes pas à la noce avec le printemps précoce",['environnement' 'climat']
10,"Anti-bassines dans les Deux-Sèvres : avant la manif,  des colères à vif",['environnement' 'agriculture']
11,"Dans les Deux-Sèvres, branle-bas de combat pour les opposants aux mégabassines",['environnement' 'agriculture']
97,Pourquoi l’Allemagne rétropédale sur la fin du moteur thermique,['environnement']
19,"Les points clés du rapport du Giec : responsabilité de l’homme, vers un monde à + 2,7°, besoins de financements…",['environnement' 'climat']
34,"8 effets insoupçonnés du réchauffement : hausse du taux de suicide, divorce des albatros, déclenchement de séismes…",['environnement' 'climat']
45,Dauphins échoués : le Conseil d’Etat ordonne la fermeture de zones de pêche,['environnement' 'biodiversite']
71,Climat : le Giec s’apprête à valider cette semaine une synthèse décisive pour l’avenir de la planète,['environnement' 'climat']
72,Jean Jouzel : «Le conflit sur les retraites va mettre l’éteignoir sur la sortie de la synthèse du Giec»,['environnement' 'climat']
73,Rapport de synthèse du Giec : ce que l’on sait déjà,['environnement' 'climat']
13,"Sainte-Soline : «La bassine, c’est la logique de l’appropriation»",['environnement' 'agriculture']
19,Ressources en eau : l’Espagne envisage de vivre sans retenues,['environnement']
23,"Bassines de Sainte-Soline : des dizaines de blessés, 5 personnes en «urgence absolue»",['environnement']
29,"Dans les Deux-Sèvres, branle-bas de combat pour les opposants aux mégabassines",['environnement' 'agriculture']
31,"La France interdit les cerises venant de pays qui utilisent du phosmet, un insecticide dangereux",['environnement' 'agriculture']
45,Pourquoi l’Allemagne rétropédale sur la fin du moteur thermique,['environnement']
54,"Mégabassines : privatisation de l’eau, financement, démesure... Ce que leurs opposants leur reprochent",['environnement' 'agriculture']
75,"Manque de sommeil,  détournement d’eau et crainte du coup de froid: les plantes pas à la noce avec le printemps précoce",['environnement' 'climat']
79,"Anti-bassines dans les Deux-Sèvres : avant la manif,  des colères à vif",['environnement' 'agriculture']
12,Pourquoi l’Allemagne rétropédale sur la fin du moteur thermique,['environnement']
16,"Mort du glaciologue Claude Lorius, l’un des premiers à avoir établi un lien entre émissions de CO2 et réchauffement",['environnement' 'climat']
27,"Les points clés du rapport du Giec : responsabilité de l’homme, vers un monde à + 2,7°, besoins de financements…",['environnement' 'climat']
57,Oursins et étoiles de mer en première ligne du réchauffement des eaux,['environnement' 'biodiversite']
9,Restrictions d’eau : à qui la flotte ?,['environnement' 'climat']
10,La guerre de l’eau n’est plus un mirage,['environnement' 'climat']
11,"Face à la sécheresse, une ferme de Côte-d’Or ménage ses chèvres et le chou",['environnement' 'agriculture']
12,"Piscines dans le Var : «A un moment donné, il faut se calmer»",['environnement' 'climat']
25,"Au Salon de l’agriculture, les éleveurs s’inquiètent : «On ne peut pas limiter les vaches en eau, c’est impossible»",['environnement' 'agriculture']
67,Crise de la filière bio : «On pourrait perdre jusqu’à 30 % des éleveurs de porcs bio»,['environnement' 'agriculture']
68,"Bio : dans la restauration collective, l’Etat dans la sauce",['environnement' 'agriculture']
69,Salon de l’agriculture : c’est bien bio mais...,['environnement' 'agriculture']
78,"Dans le Morbihan, un industriel barre la route aux jeunes agriculteurs",['environnement' 'agriculture']
79,"Agriculture : l’accaparement des terres, une évolution hors sol",['environnement' 'agriculture']
80,"Dominique Potier : «En France, 99 % de l’accaparement des terres n’est pas le fait d’investisseurs étrangers»",['environnement']
84,Sécheresse : les préfets appelés à prendre des arrêtés de restriction d’eau «dès maintenant»,['environnement' 'climat']
86,La banquise de l’Antarctique atteint un nouveau plus bas,['environnement' 'climat']
16,Jean Jouzel : «Le conflit sur les retraites va mettre l’éteignoir sur la sortie de la synthèse du Giec»,['environnement' 'climat']
56,"En Ile-de-France, le chat forestier se fait paparazzer",['environnement' 'biodiversite']
58,"«Félins» : au Muséum d’histoire naturelle, une expo à l’effet miaou",['environnement' 'biodiversite']
73,Rapport de synthèse du Giec : ce que l’on sait déjà,['environnement' 'climat']
79,"Hausse du taux de suicide, divorce des albatros, déclenchement de séismes… Huit effets insoupçonnés du réchauffement",['environnement' 'climat']
88,Félins sauvages en France : «Le lynx est embrigadé dans des guerres de chapelles»,['environnement']
41,L’Assemblée adopte le projet de loi de relance du nucléaire,['environnement' 'nucleaire']
76,"Les points clés du rapport du Giec : responsabilité de l’homme, vers un monde à + 2,7°, besoins de financements…",['environnement' 'climat']
79,Dauphins échoués : le Conseil d’Etat ordonne la fermeture de zones de pêche,['environnement' 'biodiversite']
33,Eau douce : un sommet à l’ONU pour éviter une crise mondiale «incontrôlable»,['environnement' 'climat']
46,Chercheurs d’eau,['environnement']
16,"A Boulogne-sur-Mer, les pêcheurs font front pour la pêche de fond",['environnement']
62,"Gares, stations de métros et aéroports appelés à éteindre les publicités lumineuses après fermeture",['environnement' 'pollution']
68,"Pour les jeunes antibassines : «A Sainte-Soline, il y a une convergence parce que l’écologie l’appelle»",['environnement' 'agriculture']
70,"Sainte-Soline : «La bassine, c’est la logique de l’appropriation»",['environnement' 'agriculture']
71,"Manque de sommeil,  détournement d’eau et crainte du coup de froid: les plantes pas à la noce avec le printemps précoce",['environnement' 'climat']
75,"Mégabassines : privatisation de l’eau, financement, démesure... Ce que leurs opposants leur reprochent",['environnement' 'agriculture']
17,"En Ile-de-France, le chat forestier se fait paparazzer",['environnement' 'biodiversite']
20,"«Félins» : au Muséum d’histoire naturelle, une expo à l’effet miaou",['environnement' 'biodiversite']
35,Rapport de synthèse du Giec : ce que l’on sait déjà,['environnement' 'climat']
43,"Hausse du taux de suicide, divorce des albatros, déclenchement de séismes… Huit effets insoupçonnés du réchauffement",['environnement' 'climat']
52,Félins sauvages en France : «Le lynx est embrigadé dans des guerres de chapelles»,['environnement']
18,"Pour les jeunes antibassines : «A Sainte-Soline, il y a une convergence parce que l’écologie l’appelle»",['environnement' 'agriculture']
27,EN IMAGES - Chercheurs d’eau,['environnement']
50,"Face à l’inflation, le ticket de caisse imprimé obtient un nouveau sursis",['environnement']
59,"Sainte-Soline : «La bassine, c’est la logique de l’appropriation»",['environnement' 'agriculture']
64,Ressources en eau : l’Espagne envisage de vivre sans retenues,['environnement']
68,"Bassines de Sainte-Soline : des dizaines de blessés, 5 personnes en «urgence absolue»",['environnement']
74,"Dans les Deux-Sèvres, branle-bas de combat pour les opposants aux mégabassines",['environnement' 'agriculture']
76,"La France interdit les cerises venant de pays qui utilisent du phosmet, un insecticide dangereux",['environnement' 'agriculture']
90,Pourquoi l’Allemagne rétropédale sur la fin du moteur thermique,['environnement']
98,"Mégabassines : privatisation de l’eau, financement, démesure... Ce que leurs opposants leur reprochent",['environnement' 'agriculture']
18,Nitrites dans la charcuterie : «Je crains que l’exécutif ait choisi l’économie contre la santé»,['environnement' 'alimentation']
88,Près d’un mois sans pluie : la France face à «un assèchement des sols remarquable pour la saison hivernale»,['environnement' 'climat']
