keyword,high_risk_of_false_positive,category,theme,language
skifergas,false,,changement_climatique_constat,danish
skovbrand,false,,changement_climatique_constat,danish
skovbrande,false,,changement_climatique_constat,danish
skovrydning,false,,changement_climatique_constat,danish
smelten van gletsjers,false,,changement_climatique_constat,dutch
smelten van gletsjers,false,,changement_climatique_constat,latvian
smelten van ijs,false,,changement_climatique_constat,dutch
smelten van ijs,false,,changement_climatique_constat,latvian
snelwegen,false,,changement_climatique_constat,dutch
snelwegen,false,,changement_climatique_constat,latvian
soberania,false,,changement_climatique_constat,portuguese
soberania nacional,false,,changement_climatique_constat,portuguese
sobrecalentamiento,false,,changement_climatique_constat,spanish
soffocare,false,,changement_climatique_constat,italian
soil,false,,changement_climatique_constat,english
solo,false,,changement_climatique_constat,portuguese
sommergimento,false,,changement_climatique_constat,italian
sommergimento marino,false,,changement_climatique_constat,italian
sort guld,false,,changement_climatique_constat,danish
sottacqua,false,,changement_climatique_constat,italian
soutenabilité environnementale,false,,changement_climatique_constat,french
spadek temperatury,false,,changement_climatique_constat,polish
specie invasive,false,,changement_climatique_constat,italian
spreco alimentare,false,,changement_climatique_constat,italian
spredning af myg,false,,changement_climatique_constat,danish
stadtplanung,false,,changement_climatique_constat,german
stan zagrożenia ekologicznego,false,,changement_climatique_constat,polish
starke hitze,false,,changement_climatique_constat,german
starker regen,false,,changement_climatique_constat,german
starkregen,false,,changement_climatique_constat,german
stedelijk hitte-eiland,false,,changement_climatique_constat,dutch
stedelijk hitte-eiland,false,,changement_climatique_constat,latvian
stedenbouw,false,,changement_climatique_constat,dutch
stedenbouw,false,,changement_climatique_constat,latvian
steenkool,false,,changement_climatique_constat,dutch
steenkool,false,,changement_climatique_constat,latvian
stickstoff,false,,changement_climatique_constat,german
stigende havniveau,false,,changement_climatique_constat,danish
stigende temperaturer,false,,changement_climatique_constat,danish
stijging van de temperaturen,false,,changement_climatique_constat,dutch
stijging van de temperaturen,false,,changement_climatique_constat,latvian
stijging van de zeespiegel,false,,changement_climatique_constat,dutch
stijging van de zeespiegel,false,,changement_climatique_constat,latvian
stikken,false,,changement_climatique_constat,dutch
stikken,false,,changement_climatique_constat,latvian
stikstof,false,,changement_climatique_constat,dutch
stikstof,false,,changement_climatique_constat,latvian
stookolie,false,,changement_climatique_constat,dutch
stookolie,false,,changement_climatique_constat,latvian
stortregens,false,,changement_climatique_constat,dutch
stortregens,false,,changement_climatique_constat,latvian
straßeninfrastruktur,false,,changement_climatique_constat,german
straßentransport,false,,changement_climatique_constat,german
straßenverkehr,false,,changement_climatique_constat,german
stres wodny,false,,changement_climatique_constat,polish
stress idrico,false,,changement_climatique_constat,italian
submersion,false,,changement_climatique_constat,english
submersão,false,,changement_climatique_constat,portuguese
submersão marinha,false,,changement_climatique_constat,portuguese
suelo,false,,changement_climatique_constat,spanish
suffocate,false,,changement_climatique_constat,english
sufocar,false,,changement_climatique_constat,portuguese
sumersión,false,,changement_climatique_constat,spanish
sumersión marina,false,,changement_climatique_constat,spanish
suolo,false,,changement_climatique_constat,italian
superaquecimento,false,,changement_climatique_constat,portuguese
surriscaldamento,false,,changement_climatique_constat,italian
sustentabilidade,false,,changement_climatique_constat,portuguese
sustentável,false,,changement_climatique_constat,portuguese
susza,false,,changement_climatique_constat,polish
suv,false,,changement_climatique_constat,english
suv,false,,changement_climatique_constat,german
suv,false,,changement_climatique_constat,spanish
suv,false,,changement_climatique_constat,polish
suv,false,,changement_climatique_constat,danish
suv,false,,changement_climatique_constat,italian
suv,false,,changement_climatique_constat,greek
suv,false,,changement_climatique_constat,dutch
suv,false,,changement_climatique_constat,latvian
suv,false,,changement_climatique_constat,portuguese
syg,false,,changement_climatique_constat,danish
sygdom,false,,changement_climatique_constat,danish
syndflod,false,,changement_climatique_constat,danish
szyb naftowy,false,,changement_climatique_constat,polish
taking a plane,false,,changement_climatique_constat,english
te veel water,false,,changement_climatique_constat,dutch
te veel water,false,,changement_climatique_constat,latvian
temperatur,false,,changement_climatique_constat,german
temperatur,false,,changement_climatique_constat,danish
temperatura,false,,changement_climatique_constat,spanish
temperatura,false,,changement_climatique_constat,polish
temperatura,false,,changement_climatique_constat,italian
temperatura,false,,changement_climatique_constat,portuguese
temperatura extrema,false,,changement_climatique_constat,portuguese
temperaturabfall,false,,changement_climatique_constat,german
temperaturanomali,false,,changement_climatique_constat,danish
temperaturanomalie,false,,changement_climatique_constat,german
temperaturanstieg,false,,changement_climatique_constat,german
temperaturas extremas,false,,changement_climatique_constat,spanish
temperature,false,,changement_climatique_constat,english
temperature anomaly,false,,changement_climatique_constat,english
temperature drop,false,,changement_climatique_constat,english
temperature estreme,false,,changement_climatique_constat,italian
temperature record,false,,changement_climatique_constat,english
temperaturfald,false,,changement_climatique_constat,danish
temperaturrekord,false,,changement_climatique_constat,german
temperaturrekord,false,,changement_climatique_constat,danish
temperatuur,false,,changement_climatique_constat,dutch
temperatuur,false,,changement_climatique_constat,latvian
temperatuuranomalie,false,,changement_climatique_constat,dutch
temperatuuranomalie,false,,changement_climatique_constat,latvian
temperatuurdaling,false,,changement_climatique_constat,dutch
temperatuurdaling,false,,changement_climatique_constat,latvian
temperatuurrecord,false,,changement_climatique_constat,dutch
temperatuurrecord,false,,changement_climatique_constat,latvian
temperatuurstijging,false,,changement_climatique_constat,dutch
temperatuurstijging,false,,changement_climatique_constat,latvian
terra,false,,changement_climatique_constat,italian
terra,false,,changement_climatique_constat,portuguese
the earth uprisings,false,,changement_climatique_constat,english
the planet is warming,false,,changement_climatique_constat,english
tidsskrift nature,false,,changement_climatique_constat,danish
tierra,false,,changement_climatique_constat,spanish
tiger mosquito,false,,changement_climatique_constat,english
tigermygg,false,,changement_climatique_constat,danish
tigermücke,false,,changement_climatique_constat,german
tijdschrift nature,false,,changement_climatique_constat,dutch
tijdschrift nature,false,,changement_climatique_constat,latvian
tijgermug,false,,changement_climatique_constat,dutch
tijgermug,false,,changement_climatique_constat,latvian
tirania verde,false,,changement_climatique_constat,portuguese
toekomstige generaties,false,,changement_climatique_constat,dutch
toekomstige generaties,false,,changement_climatique_constat,latvian
tomar un avión,false,,changement_climatique_constat,spanish
too much water,false,,changement_climatique_constat,english
topnienie lodowców,false,,changement_climatique_constat,polish
torrential rain,false,,changement_climatique_constat,english
torrential regn,false,,changement_climatique_constat,danish
tradycyjne rolnictwo,false,,changement_climatique_constat,polish
traffico stradale,false,,changement_climatique_constat,italian
transformacja agroekologiczna,false,,changement_climatique_constat,polish
transformacja ekologiczna,false,,changement_climatique_constat,polish
transformacja energetyczna,false,,changement_climatique_constat,polish
transformacja klimatyczna,false,,changement_climatique_constat,polish
transición agroecológica,false,,changement_climatique_constat,spanish
transición climática,false,,changement_climatique_constat,spanish
transición ecológica,false,,changement_climatique_constat,spanish
transición energética,false,,changement_climatique_constat,spanish
transición verde,false,,changement_climatique_constat,spanish
